TabId,TabTitle,TabUniverse,DataProductType,Year,Geo1year,Geo5year
B21001H,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino civilian population 18 years and over",Detailed Table,1,,
C21001H,"Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino civilian population 18 years and over",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B21001I,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Hispanic or Latino) ,Hispanic or Latino civilian population 18 years and over,Detailed Table,1,,
C21001I,Sex by Age by Veteran Status for the Civilian Population 18 Years and Over (Hispanic or Latino) ,Hispanic or Latino civilian population 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B21002,Period of Military Service for Civilian Veterans 18 Years and Over ,Civilian veterans 18 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B21003,Veteran Status by Educational Attainment for the Civilian Population 25 Years and Over ,Civilian population 25 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B21004,Median Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Veteran Status by Sex for the Civilian Population 18 Years and Over With Income ,Civilian population 18 years and over with income in the past 12 months,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B21005,Age by Veteran Status by Employment Status for the Civilian Population 18 to 64 Years  ,Civilian population 18 to 64 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C21005,Veteran Status by Employment Status for the Civilian Population 18 to 64 Years  ,Civilian population 18 to 64 years,Detailed Table,1,,
B21007,Age by Veteran Status by Poverty Status in the Past 12 Months by Disability Status for the Civilian Population 18 Years and Over ,Civilian population 18 years and over for whom poverty status is determined,Detailed Table,1,,
C21007,Age by Veteran Status by Poverty Status in the Past 12 Months by Disability Status for the Civilian Population 18 Years and Over ,Civilian population 18 years and over for whom poverty status is determined,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B21100,Service-Connected Disability-Rating Status and Ratings for Civilian Veterans 18 Years and Over ,Civilian veterans 18 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C21100,Service-Connected Disability-Rating Status for Civilian Veterans 18 Years and Over ,Civilian veterans 18 years and over,Detailed Table,1,,
B22001,Receipt of Food Stamps/SNAP in the Past 12 Months by Presence of People 60 Years and Over for Households ,Households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C22001,Receipt of Food Stamps/SNAP in the Past 12 Months for Households ,Households,Detailed Table,1,,
B22002,Receipt of Food Stamps/SNAP in the Past 12 Months by Presence of Children Under 18 Years by Household Type for Households ,Households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22003,Receipt of Food Stamps/SNAP in the Past 12 Months by Poverty Status in the Past 12 Months for Households ,Households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22005A,Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (White Alone) ,Households with a householder who is White alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22005B,Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (Black or African American Alone) ,Households with a householder who is Black or African American alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22005C,Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (American Indian and Alaska Native Alone) ,Households with a householder who is American Indian and Alaska Native alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22005D,Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (Asian Alone) ,Households with a householder who is Asian alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22005E,Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (Native Hawaiian and Other Pacific Islander Alone) ,Households with a householder who is Native Hawaiian and Other Pacific Islander alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22005F,Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (Some Other Race Alone) ,Households with a householder who is Some Other Race alone,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22005G,Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (Two or More Races) ,Households with a householder who is Two or More Races,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22005H,"Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (White Alone, Not Hispanic or Latino) ","Households with a householder who is White alone, not Hispanic or Latino",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22005I,Receipt of Food Stamps/SNAP in the Past 12 Months by Race of Householder (Hispanic or Latino) ,Households with a householder who is Hispanic or Latino,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22007,Receipt of Food Stamps/SNAP in the Past 12 Months by Family Type by Number of Workers in Family in the Past 12 Months ,Families,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22008,Median Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) by Receipt of Food Stamps/SNAP in the Past 12 Months ,Households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B22010,Receipt of Food Stamps/SNAP in the Past 12 Months by Disability Status for Households ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B23001,Sex by Age by Employment Status for the Population 16 Years and Over ,Population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C23001,Sex by Age by Employment Status for the Population 16 Years and Over ,Population 16 years and over,Detailed Table,1,,
B23002A,Sex by Age by Employment Status for the Population 16 Years and Over (White Alone) ,White alone population 16 years and over,Detailed Table,1,,
C23002A,Sex by Age by Employment Status for the Population 16 Years and Over (White Alone) ,White alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B23002B,Sex by Age by Employment Status for the Population 16 Years and Over (Black or African American Alone) ,Black or African American alone population 16 years and over,Detailed Table,1,,
C23002B,Sex by Age by Employment Status for the Population 16 Years and Over (Black or African American Alone) ,Black or African American alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B23002C,Sex by Age by Employment Status for the Population 16 Years and Over (American Indian and Alaska Native Alone) ,American Indian and Alaska Native alone population 16 years and over,Detailed Table,1,,
C23002C,Sex by Age by Employment Status for the Population 16 Years and Over (American Indian and Alaska Native Alone) ,American Indian and Alaska Native alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B23002D,Sex by Age by Employment Status for the Population 16 Years and Over (Asian Alone) ,Asian alone population 16 years and over,Detailed Table,1,,
C23002D,Sex by Age by Employment Status for the Population 16 Years and Over (Asian Alone) ,Asian alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B23002E,Sex by Age by Employment Status for the Population 16 Years and Over (Native Hawaiian and Other Pacific Islander Alone) ,Native Hawaiian and Other Pacific Islander alone population 16 years and over,Detailed Table,1,,
C23002E,Sex by Age by Employment Status for the Population 16 Years and Over (Native Hawaiian and Other Pacific Islander Alone) ,Native Hawaiian and Other Pacific Islander alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B23002F,Sex by Age by Employment Status for the Population 16 Years and Over (Some Other Race Alone) ,Some other race alone population 16 years and over,Detailed Table,1,,
C23002F,Sex by Age by Employment Status for the Population 16 Years and Over (Some Other Race Alone) ,Some other race alone population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B23002G,Sex by Age by Employment Status for the Population 16 Years and Over (Two or More Races) ,Two or more races population 16 years and over,Detailed Table,1,,
C23002G,Sex by Age by Employment Status for the Population 16 Years and Over (Two or More Races) ,Two or more races population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B23002H,"Sex by Age by Employment Status for the Population 16 Years and Over (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino population 16 years and over",Detailed Table,1,,
C23002H,"Sex by Age by Employment Status for the Population 16 Years and Over (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino population 16 years and over",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B23002I,Sex by Age by Employment Status for the Population 16 Years and Over (Hispanic or Latino) ,Hispanic or Latino population 16 years and over,Detailed Table,1,,
C23002I,Sex by Age by Employment Status for the Population 16 Years and Over (Hispanic or Latino) ,Hispanic or Latino population 16 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B23003,Presence of Own Children Under 18 Years by Age of Own Children Under 18 Years by Employment Status for Females 20 to 64 Years ,Females 20 to 64 years in households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
C23004,Work Status in the Past 12 Months by Employment Status for the Civilian Population 65 Years and Over ,Civilian population 65 years and over,Detailed Table,1,,
B23006,Educational Attainment by Employment Status for the Population 25 to 64 Years  ,Population 25 to 64 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B23007,Presence of Own Children Under 18 Years by Family Type by Employment Status ,Opposite-sex married-couple families and families maintained by women and men with no spouse present,Detailed Table,"1,5",,Excludes Place/Remainder (070)
C23007,Presence of Own Children Under 18 Years by Family Type by Employment Status ,Opposite-sex married-couple families and families maintained by women and men with no spouse present,Detailed Table,1,,
B23008,Age of Own Children Under 18 Years in Families and Subfamilies by Living Arrangements by Employment Status of Parents ,Own children under 18 years in families and subfamilies,Detailed Table,"1,5",,Excludes Place/Remainder (070)
C23008,Age of Own Children Under 18 Years in Families and Subfamilies by Living Arrangements by Employment Status of Parents ,Own children under 18 years in families and subfamilies,Detailed Table,1,,
B23009,Presence of Own Children Under 18 Years by Family Type by Number of Workers in Family in the Past 12 Months ,Families,Detailed Table,"1,5",,Excludes Place/Remainder (070)
