,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
37312,30-00600,82,2,3,0,1,0,3,1,1,16.3,N,N,5,1400.0,1,65,N,2,2,2,2,88,24
37313,06-08507,89,2,3,0,1,0,N,1,2,3305.1,N,N,5,397000.0,9,501,N,2,2,2,2,88,87
37314,24-01004,91,2,3,0,1,0,N,1,2,4187.9,N,N,9,24800.0,3,205,N,2,2,2,2,98,98
37315,51-51255,70,2,3,1,2,0,N,1,2,11224.3,7860,11,10,68100.0,7,501,N,2,2,2,2,151,151
37316,13-04600,71,2,3,0,2,0,N,1,1,3670.4,N,N,4,9200.0,2,76,N,2,2,2,2,79,82
37317,30-00600,88,2,3,0,1,0,N,1,1,16.3,7690,10,5,86000.0,9,501,N,2,2,2,2,56,56
37318,40-00200,64,2,3,0,1,0,N,1,2,90.7,8270,12,7,31400.0,6,239,N,2,2,2,2,61,60
37319,51-51255,69,1,3,0,1,0,N,1,1,11224.3,N,N,7,55200.0,6,451,2,2,1,2,2,54,53
37320,30-00600,63,2,3,0,1,0,N,1,1,16.3,7860,11,8,49400.0,7,372,N,2,2,2,2,12,11
37321,26-02702,81,2,3,0,1,0,N,1,2,4817.2,N,N,9,148010.0,9,501,N,2,2,2,2,100,100
37322,17-03529,59,2,3,0,2,0,N,1,1,15097.5,6180,7,7,25000.0,4,190,N,2,2,2,2,107,107
37323,13-04600,73,2,3,0,2,0,N,1,2,3670.4,N,N,4,9200.0,2,76,N,2,2,2,2,78,79
37324,36-03710,58,2,3,1,2,0,2,1,2,52864.7,9190,15,5,48000.0,6,286,N,2,2,2,2,75,75
37325,17-03531,84,1,3,0,2,0,N,1,1,11169.08451647082,N,N,7,29900.0,4,248,N,2,1,2,2,58,58
37326,51-51255,74,2,3,0,1,0,N,1,2,11224.3,N,N,9,54000.0,6,446,N,2,2,2,2,129,129
37327,36-04010,74,2,3,0,2,0,N,1,1,50441.6,N,N,7,24700.0,4,203,N,2,2,2,2,42,42
37328,06-07502,94,2,3,0,6,N,N,2,0,33632.6,N,N,5,7300.0,2,N,N,2,2,2,1,40,0
37329,01-01301,62,1,3,0,2,0,N,1,2,2731.2,N,N,4,52300.0,7,432,5,1,1,2,2,195,203
37330,01-01301,86,2,3,0,1,0,3,1,1,2731.2,N,N,5,16700.0,4,209,N,2,2,2,2,62,62
37331,01-01301,74,1,3,0,2,0,N,1,1,2731.2,N,N,6,15000.0,3,124,N,2,2,2,2,52,53
37332,40-00200,74,1,3,0,1,N,N,2,0,90.7,8191,12,5,2000.0,1,N,6,2,2,2,2,15,0
37333,30-00600,82,1,3,0,1,0,3,1,1,16.3,4880,6,7,338000.0,9,501,2,2,2,2,2,67,67
37334,36-04010,89,1,3,0,2,0,4,1,1,50441.6,N,N,4,19000.0,3,477,N,2,1,2,2,98,98
37335,06-08507,79,2,3,1,5,0,2,1,1,3305.1,3580,4,7,68700.0,7,452,N,2,2,2,1,159,159
37336,17-03529,85,1,3,0,2,0,3,1,1,15097.5,N,N,4,36160.0,5,474,N,2,2,2,2,81,81
37337,17-03531,78,2,3,0,2,0,N,1,2,11171.6,1790,4,4,13200.0,3,108,N,2,1,1,2,92,92
37338,32-00405,59,2,3,1,1,0,N,1,2,7990.5,N,N,7,9600.0,2,73,N,2,2,1,1,70,71
37339,26-02702,81,2,3,0,1,0,N,1,2,4817.2,N,N,9,148010.0,9,501,N,2,2,2,2,100,100
37340,40-00200,71,2,3,0,6,0,4,1,1,90.7,N,N,10,44800.0,7,467,N,1,1,2,2,22,22
37341,24-01004,73,2,3,0,5,0,N,1,1,4187.9,9590,16,12,113800.0,8,501,N,2,2,2,2,64,64
37342,13-04600,67,2,3,0,1,0,5,2,0,3670.4,N,N,5,38200.0,6,166,N,2,2,2,2,12,7
37343,40-00200,75,2,3,0,1,0,N,1,1,90.7,N,N,1,14400.0,3,118,N,1,1,2,2,71,83
37344,36-04010,66,2,3,0,2,0,2,1,1,50441.6,8170,12,4,25000.0,4,501,N,2,2,2,2,133,133
37345,17-03531,90,1,3,0,2,0,3,1,1,11171.6,N,N,3,31200.0,5,215,N,1,1,2,2,134,134
37346,38-00100,88,2,3,0,1,0,N,1,1,73.0,N,N,4,164700.0,9,501,N,2,1,2,2,20,20
37347,08-00803,71,2,3,0,1,0,N,1,1,3393.2,4770,6,8,18600.0,3,153,N,2,2,2,2,111,111
37348,08-00803,87,2,3,0,1,0,N,1,2,3393.2,N,N,7,70000.0,7,501,N,2,2,2,2,49,48
37349,29-01901,69,1,3,0,2,0,2,1,1,5434.8,8580,14,5,32000.0,5,209,N,2,2,2,2,268,268
37350,40-00200,67,2,3,0,2,0,N,1,2,90.7,N,N,7,15400.0,4,126,N,2,2,2,2,31,32
37351,30-00600,65,2,3,0,3,1,4,1,2,16.3,N,N,6,1100.0,1,12,N,2,1,2,2,23,23
37352,17-03531,74,2,3,0,2,0,2,1,1,11171.6,N,N,5,28000.0,4,315,N,2,1,2,2,202,202
37353,30-00600,88,1,3,0,1,0,N,1,1,16.3,N,N,5,41800.0,6,344,N,2,1,1,1,62,61
37354,40-00200,80,2,3,0,1,N,N,3,0,90.7,N,N,3,10200.0,3,84,N,2,1,2,2,17,0
37355,38-00100,66,2,3,0,1,0,2,1,1,73.0,2870,4,5,21200.0,3,145,N,2,2,2,2,26,27
37356,01-01301,74,1,3,0,2,0,N,1,1,2731.2,N,N,6,15000.0,3,124,N,2,2,2,2,52,53
37357,01-01301,76,1,3,0,2,0,N,1,2,2731.2,7860,11,10,3820.0,1,31,N,2,1,2,2,97,96
37358,24-01004,85,2,3,0,1,0,3,1,2,4187.9,N,N,9,57800.0,6,414,N,2,2,2,2,177,177
37359,36-04010,50,2,3,3,2,0,3,1,2,50441.6,N,N,6,21600.0,4,164,N,2,2,2,2,34,44
37360,30-00600,65,2,3,0,1,0,N,1,1,16.3,N,N,5,105000.0,9,501,N,2,2,2,2,19,19
37361,40-00200,56,1,3,0,1,0,N,1,2,83.4211456115585,N,N,9,20000.0,4,152,5,2,2,2,2,242,242
37362,36-04010,71,1,3,3,6,0,N,1,2,50441.6,N,N,5,32900.0,5,268,N,2,2,2,2,102,110
37363,51-51255,67,2,3,0,6,0,N,1,2,11224.3,N,N,7,0.0,0,0,N,2,1,2,2,105,74
37364,17-03531,70,2,3,1,2,0,N,1,2,11169.552207393723,N,N,5,12900.0,2,106,N,2,1,2,2,312,324
37365,40-00200,56,1,3,0,1,0,N,1,1,90.7,N,N,8,10100.0,3,76,N,1,1,2,2,35,35
37366,01-01301,79,2,3,0,2,0,3,1,1,2731.2,N,N,4,16200.0,4,424,N,2,1,2,2,86,86
37367,40-00200,79,2,3,0,4,0,N,1,1,90.7,N,N,4,10500.0,3,86,N,2,2,2,2,49,48
37368,01-01301,66,2,3,0,2,0,N,1,2,2731.2,770,3,7,54000.0,8,412,N,2,2,2,2,47,47
37369,40-00200,80,2,3,0,1,0,6,1,1,79.25792725734557,N,N,5,24600.0,5,308,N,2,2,2,2,60,237
37370,17-03531,85,1,3,0,2,0,N,1,1,11171.6,N,N,3,6300.0,2,51,N,2,1,2,2,58,58
37371,13-04600,86,2,3,0,2,0,2,1,1,3670.4,N,N,10,78710.0,8,501,N,2,2,2,2,69,69
37372,30-00600,86,2,3,0,1,0,N,1,1,16.3,N,N,9,19200.0,4,159,N,2,2,1,2,151,151
37373,40-00200,89,2,3,0,2,0,N,1,1,90.7,N,N,5,18000.0,4,149,N,2,2,2,2,106,106
37374,28-01100,66,1,3,0,2,0,N,1,1,2674.3,7860,11,7,15000.0,4,113,N,2,2,2,2,77,77
37375,38-00100,78,2,3,0,1,0,N,1,2,73.0,N,N,5,28000.0,4,230,N,2,2,2,2,111,111
37376,38-00100,51,2,3,0,4,0,3,1,2,73.0,N,N,3,0.0,0,0,N,2,1,1,2,19,18
37377,30-00600,89,1,3,0,1,0,N,1,1,16.3,N,N,5,41800.0,6,344,N,2,1,1,1,62,61
37378,19-01700,78,2,3,0,1,0,N,1,1,3572.3,680,2,7,32800.0,5,269,N,2,2,2,2,155,169
37379,06-07502,74,2,3,0,5,0,N,1,2,33632.6,6970,9,11,421700.0,9,501,N,2,2,2,2,116,116
37380,17-03531,81,2,3,0,2,0,2,1,1,11171.6,N,N,5,17000.0,3,166,N,2,1,2,2,68,68
37381,13-04600,87,2,3,0,2,0,N,1,2,3670.4,N,N,5,11300.0,3,92,N,2,2,2,2,106,106
37382,13-04600,71,2,3,0,2,0,3,1,1,3670.4,N,N,5,7900.0,2,293,N,2,2,2,2,79,81
37383,08-00803,72,2,3,0,1,0,N,1,1,3393.2,4770,6,8,18600.0,3,153,N,2,2,2,2,105,105
37384,29-01901,71,1,3,0,1,0,N,1,1,5434.8,N,N,8,20800.0,4,171,N,2,2,2,2,107,107
37385,30-00600,76,1,3,0,2,0,N,1,1,16.3,N,N,8,29000.0,5,239,N,2,2,2,2,15,18
37386,17-03529,86,1,3,0,2,0,N,1,1,15097.5,N,N,4,49000.0,6,404,N,2,2,2,2,105,124
37387,01-01301,70,2,3,0,2,0,N,1,2,2731.2,9160,15,10,32600.0,6,268,N,2,2,2,2,227,227
37388,24-01004,69,2,3,0,6,0,N,1,1,4187.9,7970,12,9,225000.0,9,501,N,2,2,2,2,126,127
37389,13-04600,77,2,3,0,1,0,N,1,2,3601.4829535177687,N,N,4,102800.0,9,501,N,2,2,1,2,458,455
37390,36-04010,62,2,3,0,2,0,4,1,1,50441.6,9480,16,5,70000.0,7,501,N,2,2,2,2,314,314
37391,30-00600,63,2,3,0,1,0,N,1,1,16.3,8191,12,7,37800.0,6,289,N,2,2,2,2,23,24
37392,36-04010,68,2,3,0,2,0,N,1,2,50441.6,9290,15,3,22000.0,4,181,N,2,1,2,2,199,219
37393,17-03529,79,2,3,0,1,0,N,1,1,15097.5,N,N,11,50000.0,6,413,N,2,2,2,1,23,17
37394,26-02702,77,2,3,0,2,0,N,1,1,4817.2,N,N,5,15000.0,3,124,N,2,2,2,2,246,230
37395,36-04010,71,1,3,0,2,0,2,1,1,50441.6,8380,13,6,44200.0,6,420,N,2,2,2,2,26,23
37396,24-01004,82,2,3,0,2,N,N,2,0,4187.9,N,N,9,19200.0,3,N,N,2,1,2,2,24,0
37397,17-03531,94,1,3,0,2,0,2,1,2,11171.6,N,N,7,1500.0,1,18,N,1,1,2,1,79,79
37398,30-00600,84,2,3,0,1,0,N,1,1,16.3,N,N,5,27600.0,5,226,N,2,2,2,2,147,147
37399,40-00200,73,2,3,0,1,0,N,1,1,90.7,N,N,7,12900.0,3,106,N,2,2,2,2,26,25
37400,38-00100,63,2,3,0,1,0,N,1,1,73.0,7870,11,8,67000.0,8,501,N,2,2,2,2,45,45
37401,08-00803,71,2,3,0,3,0,N,1,1,3393.2,4770,6,8,18600.0,3,153,N,2,2,2,2,101,101
37402,40-00200,62,2,3,0,4,0,N,1,1,90.7,N,N,6,9790.0,2,74,N,1,1,2,2,30,30
37403,08-00803,72,2,3,0,1,0,N,1,1,3393.2,7870,11,12,65800.0,7,501,N,2,2,2,2,49,50
37404,30-00600,54,1,3,0,1,0,N,1,1,16.3,N,N,4,25100.0,5,191,N,2,1,2,2,38,49
37405,51-51255,71,2,3,0,1,0,N,1,1,11224.3,6870,9,10,155000.0,9,501,N,2,2,2,2,52,52
37406,30-00600,78,2,3,0,1,0,N,1,2,16.3,N,N,5,12000.0,2,99,N,2,2,2,2,28,28
37407,30-00600,62,2,3,0,1,0,N,1,1,16.3,8191,12,7,37800.0,6,289,N,2,2,2,2,22,23
37408,40-00200,84,2,3,0,3,0,2,1,2,90.7,N,N,9,15200.0,4,370,N,1,1,2,2,117,153
37409,38-00100,82,1,3,0,1,0,N,1,1,73.0,N,N,5,28000.0,4,230,N,2,2,2,1,109,109
37410,40-00200,53,2,3,0,2,0,N,1,1,90.7,3380,4,4,0.0,0,0,N,2,2,2,2,24,24
37411,29-01901,65,2,3,0,2,0,N,1,1,5434.8,N,N,7,25000.0,4,205,N,2,2,2,2,168,167
37412,01-01301,63,2,3,0,2,0,N,1,1,2731.2,N,N,7,17600.0,4,143,3,1,1,2,2,153,152
37413,24-01004,73,1,3,0,1,0,2,1,1,4187.9,7270,10,11,29000.0,4,501,N,2,2,2,2,13,13
37414,28-01100,82,2,3,0,2,0,2,1,2,2674.3,N,N,3,8700.0,2,214,N,2,1,2,2,106,106
37415,36-04010,58,2,3,1,2,0,3,1,1,50441.6,6991,9,7,82000.0,8,501,N,2,2,2,2,74,73
37416,13-04600,71,2,3,0,2,0,N,1,1,3670.4,4670,6,7,18150.0,4,150,N,2,2,2,2,51,43
37417,51-51255,69,1,3,0,1,0,N,1,1,11224.3,N,N,7,55200.0,6,451,2,2,1,2,2,54,53
37418,29-01901,44,2,3,0,2,0,N,1,2,5434.8,8270,12,7,12000.0,3,91,N,1,2,2,2,183,180
37419,36-04010,70,2,3,0,2,0,N,1,1,50441.6,N,N,5,32900.0,5,268,N,2,2,2,2,105,105
37420,17-03529,65,2,3,0,2,0,N,1,1,15097.5,N,N,5,37200.0,5,308,N,2,1,2,2,73,73
37421,17-03531,78,2,3,0,2,0,3,1,1,11171.6,N,N,1,37100.0,5,213,N,1,1,2,2,39,39
37422,30-00600,64,2,3,0,1,0,N,1,1,16.3,8370,13,7,24500.0,4,202,N,2,1,2,2,127,128
37423,06-08507,88,2,3,0,1,0,N,1,1,3305.1,N,N,12,84200.0,8,501,N,2,1,2,2,72,72
37424,30-00600,74,2,3,0,4,0,N,1,1,16.3,N,N,5,14800.0,3,122,N,2,2,2,1,107,107
37425,40-00200,68,2,3,0,1,N,N,3,0,90.7,N,N,7,5200.0,2,42,N,1,1,2,2,16,0
37426,30-00600,70,2,3,0,2,0,2,1,1,16.3,N,N,7,86400.0,9,501,N,2,2,2,2,56,56
37427,38-00100,91,2,3,0,1,0,N,1,1,73.0,170,0,5,54100.0,7,443,N,2,2,2,2,51,50
37428,19-01700,79,1,3,0,1,0,N,1,1,3572.3,680,2,7,32800.0,5,269,N,2,2,2,1,151,151
37429,29-01901,51,2,3,0,2,0,N,1,2,5434.8,8470,13,9,22600.0,4,170,N,2,2,2,2,299,299
37430,40-00200,74,2,3,0,1,0,N,1,1,90.7,N,N,1,14400.0,3,118,N,1,1,1,1,71,72
37431,36-04010,68,2,3,0,2,0,5,1,1,50441.6,N,N,9,9600.0,2,501,N,2,1,2,2,40,48
37432,36-03710,66,1,3,2,8,0,N,1,2,52864.7,7071,9,5,5700.0,2,43,N,2,2,1,2,218,228
37433,01-01301,74,2,3,0,2,0,2,1,1,2731.2,N,N,5,13000.0,3,74,N,2,2,2,2,47,47
37434,32-00405,64,2,3,0,1,0,N,1,1,7990.5,4290,5,7,52900.0,7,402,N,2,2,2,2,49,50
37435,17-03531,83,1,3,0,2,0,3,1,1,11171.6,N,N,8,1800.0,1,104,N,2,2,2,2,74,75
37436,29-01901,85,2,3,0,1,0,2,1,2,5434.8,N,N,4,245100.0,9,501,N,2,2,2,2,106,106
37437,32-00405,70,2,3,1,1,0,N,1,2,7990.5,N,N,3,15060.0,3,123,N,2,2,2,2,66,66
37438,40-00200,71,1,3,0,3,0,2,1,1,90.7,N,N,4,12000.0,3,105,N,2,2,2,2,56,54
37439,26-02702,77,2,3,0,2,0,N,1,1,4817.2,N,N,5,15000.0,3,124,N,2,2,2,2,245,230
37440,19-01700,72,2,3,0,1,0,3,1,1,3572.3,N,N,5,0.0,0,0,N,2,2,2,2,132,133
37441,51-51255,83,2,3,0,1,0,N,1,2,11224.3,N,N,10,81200.0,8,501,N,2,2,2,2,120,121
37442,29-01901,89,2,3,0,1,0,N,1,2,5434.8,N,N,10,12000.0,3,98,N,2,2,2,2,108,108
37443,24-01004,81,1,3,4,1,0,N,1,2,4187.9,N,N,10,48000.0,5,394,N,2,1,2,2,87,86
37444,36-04010,73,2,3,0,2,0,N,1,1,50441.6,N,N,7,24700.0,4,203,N,2,2,2,2,45,45
37445,28-01100,89,2,3,0,2,N,N,2,0,2674.3,N,N,4,12000.0,3,N,N,1,1,2,2,21,0
37446,17-03531,85,1,3,0,2,0,N,1,2,11171.6,N,N,5,40600.0,6,334,N,2,2,2,2,90,89
37447,24-01004,74,2,3,0,6,2,5,1,1,4187.9,N,N,4,22200.0,3,413,N,2,2,2,2,87,56
37448,06-07502,91,2,3,0,1,0,N,1,2,33632.6,N,N,7,44200.0,6,365,N,2,2,2,2,57,57
37449,19-01700,86,2,3,0,1,N,N,2,0,3572.3,N,N,5,9400.0,2,N,N,1,1,2,2,67,0
37450,08-00803,85,1,3,0,1,0,N,1,2,3393.2,7071,9,9,78300.0,8,501,N,2,2,2,2,49,49
37451,19-01700,80,2,3,0,1,0,2,1,1,3572.3,N,N,7,13900.0,2,140,N,1,1,2,2,78,78
37452,36-03710,71,2,3,4,8,0,N,1,2,52864.7,N,N,5,10800.0,2,88,N,2,1,2,2,332,480
37453,30-00600,67,2,3,0,1,0,N,1,2,16.3,8270,12,9,85800.0,9,501,N,2,2,2,2,46,46
37454,24-01004,83,1,3,0,1,0,4,1,1,4187.9,N,N,11,446200.0,9,501,N,2,1,2,2,106,106
37455,13-04600,63,2,3,0,2,0,2,1,2,3670.4,7860,11,9,30000.0,5,218,N,2,2,2,2,171,171
37456,29-01901,69,1,3,0,2,0,N,1,2,5434.8,6670,8,6,20400.0,4,168,N,2,2,2,2,74,74
37457,24-01004,86,2,3,0,1,0,4,1,1,4187.9,N,N,11,446200.0,9,501,N,2,1,2,2,100,100
37458,32-00405,82,2,3,0,1,0,3,1,1,7990.5,N,N,4,12000.0,2,58,N,2,2,1,2,60,60
37459,40-00200,82,1,3,0,1,0,N,1,1,90.7,N,N,5,20400.0,4,168,N,2,2,2,1,38,37
37460,17-03529,65,2,3,0,2,0,N,1,1,15097.5,N,N,4,10800.0,2,88,N,2,1,2,2,148,148
37461,24-01004,80,2,3,0,1,0,N,1,1,4187.9,N,N,10,42700.0,5,353,N,2,2,2,2,81,82
37462,30-00600,73,2,3,0,1,0,N,1,1,16.3,N,N,8,1500.0,1,12,N,2,2,2,1,190,190
37463,30-00600,78,2,3,0,1,0,N,1,2,16.3,N,N,5,12000.0,2,99,N,2,2,2,2,28,28
37464,38-00100,87,2,3,0,1,0,N,1,1,73.0,N,N,7,0.0,0,0,N,2,1,2,2,22,22
37465,29-01901,48,2,3,0,2,0,2,1,2,5434.8,7970,12,8,30000.0,5,381,N,2,2,2,2,298,299
37466,13-04600,86,2,3,0,2,0,N,1,1,3670.4,N,N,3,27200.0,5,224,N,1,2,2,2,48,48
37467,17-03531,67,2,3,0,2,0,2,1,1,11171.6,N,N,7,13200.0,3,238,N,2,2,2,2,100,100
37468,19-01700,80,2,3,0,1,0,2,1,1,3572.3,N,N,7,13900.0,2,140,N,1,1,2,1,78,77
37469,08-00803,93,1,3,0,1,0,N,1,1,3393.2,N,N,9,19900.0,3,164,N,2,2,2,1,45,46
37470,30-00600,89,2,3,0,1,0,2,1,2,16.3,680,2,5,21400.0,4,297,N,2,1,2,2,114,114
37471,30-00600,86,1,3,0,1,0,N,1,1,16.3,N,N,7,17700.0,3,145,N,2,2,2,2,30,26
37472,06-08507,71,1,3,0,6,0,N,1,1,3305.1,7270,10,11,133600.0,9,501,N,2,2,2,2,47,48
37473,17-03529,74,1,3,0,2,0,4,1,1,15097.5,N,N,7,18600.0,3,172,N,2,1,2,2,56,56
37474,32-00405,62,1,3,0,9,0,N,1,2,7990.5,8564,14,7,15300.0,3,116,N,1,2,1,2,38,38
37475,08-00803,90,2,3,0,1,0,N,1,1,3393.2,N,N,5,31300.0,4,258,N,2,2,2,1,64,65
37476,17-03531,70,2,3,0,2,0,4,1,1,11171.6,8370,13,7,34290.0,5,437,N,2,2,2,2,69,68
37477,06-07502,68,2,3,0,5,0,N,1,2,33632.6,6970,9,11,421700.0,9,501,N,2,2,2,2,121,121
37478,19-01700,82,2,3,0,1,N,N,2,0,3572.3,N,N,8,16900.0,3,N,N,1,1,2,2,89,0
37479,24-01004,89,1,3,0,1,0,N,1,1,4187.9,N,N,10,92000.0,8,501,N,2,2,2,2,88,88
37480,36-03710,71,2,3,2,8,0,2,1,2,52864.7,N,N,5,13800.0,3,152,N,1,2,2,2,217,217
37481,24-01004,79,2,3,0,1,0,N,1,2,4187.9,N,N,7,51600.0,6,426,N,2,2,2,2,78,77
37482,36-03710,75,2,3,2,1,0,2,1,2,52864.7,N,N,7,19100.0,3,124,N,2,1,1,2,88,87
37483,38-00100,70,2,3,0,1,0,N,1,2,73.0,N,N,5,25000.0,4,206,N,2,2,2,2,27,27
37484,30-00600,65,2,3,0,1,0,N,1,1,16.3,7860,11,8,49400.0,7,372,N,2,2,2,2,12,13
37485,08-00803,83,1,3,0,1,0,N,1,1,3393.2,7071,9,9,78300.0,8,501,N,2,2,2,2,45,46
37486,36-04010,74,2,3,0,2,0,N,1,1,50441.6,N,N,7,24700.0,4,203,N,2,2,2,2,43,43
37487,36-03710,61,1,3,2,2,0,2,1,1,52864.7,8170,12,4,3000.0,1,94,N,2,2,2,2,121,107
37488,26-02702,67,2,3,0,1,0,2,1,2,4817.2,7860,11,10,59300.0,7,501,N,2,2,2,2,53,49
37489,38-00100,89,1,3,0,1,N,N,2,0,73.0,N,N,7,49600.0,6,N,N,1,1,2,2,181,0
37490,01-01301,85,1,3,0,2,N,N,2,0,2731.2,N,N,5,27600.0,5,N,N,2,1,2,2,14,0
37491,38-00100,51,2,3,0,1,0,2,1,2,73.0,5490,6,5,26000.0,4,170,N,2,2,2,2,137,137
37492,28-01100,63,2,3,0,2,0,N,1,2,2674.3,N,N,5,19100.0,4,144,N,2,2,2,2,159,159
37493,06-08507,85,2,3,0,1,0,N,1,1,3305.1,N,N,11,111000.0,8,501,N,2,2,2,2,74,75
37494,28-01100,62,2,3,0,2,1,4,1,2,2674.3,770,3,4,26000.0,5,197,N,2,2,2,2,117,116
37495,28-01100,79,2,3,0,1,0,N,1,1,2674.3,N,N,7,24200.0,5,197,N,2,2,2,2,38,38
37496,13-04600,80,1,3,0,2,0,N,1,2,3670.4,N,N,4,102800.0,9,501,N,2,2,2,2,462,455
37497,51-51255,79,2,3,0,2,0,4,1,2,11224.3,8090,12,10,5000.0,1,275,N,2,2,2,2,137,65
37498,36-04010,77,2,3,0,2,0,2,1,1,50441.6,N,N,5,27900.0,4,181,N,2,2,2,2,119,118
37499,36-04010,79,2,3,0,2,0,4,1,2,50441.6,5070,6,9,26000.0,4,476,N,2,2,2,2,303,407
37500,30-00600,76,2,3,0,1,0,N,1,1,16.3,N,N,7,22600.0,4,184,N,2,2,2,1,187,188
37501,36-04010,49,2,3,0,2,0,4,1,2,50441.6,5070,6,9,26000.0,4,476,N,2,2,2,2,318,422
37502,17-03529,43,2,3,0,2,2,3,1,1,15097.5,6970,9,9,30000.0,5,147,N,2,2,2,2,45,45
37503,01-01301,67,2,3,0,2,0,N,1,1,2731.2,8170,12,7,32400.0,6,266,N,2,2,2,2,75,76
37504,17-03529,72,2,3,1,1,1,4,1,1,15097.5,N,N,7,16200.0,3,501,N,2,2,2,2,54,87
37505,30-00600,75,2,3,0,1,0,2,1,1,16.3,N,N,7,0.0,0,161,N,2,2,1,1,144,145
37506,30-00600,83,2,3,0,1,0,N,1,1,16.3,N,N,4,1500.0,1,12,N,2,2,2,2,21,21
37507,36-03710,91,1,3,1,2,0,2,1,2,52864.7,N,N,5,68000.0,7,501,N,2,1,1,2,120,108
37508,17-03529,84,1,3,0,2,0,N,1,2,15097.5,N,N,3,9500.0,2,71,N,2,2,2,2,229,229
37509,32-00405,87,2,3,1,1,0,N,1,1,7990.5,N,N,4,25200.0,4,206,N,1,1,2,2,39,39
37510,06-08507,76,1,3,0,1,0,2,1,1,3305.1,N,N,7,51000.0,6,349,N,2,2,2,2,100,100
37511,01-01301,88,2,3,0,1,0,N,1,1,2731.2,N,N,5,10100.0,3,83,N,2,2,2,1,33,33
37512,38-00100,75,1,3,0,1,0,N,1,2,73.0,N,N,4,13800.0,2,112,N,2,2,2,1,311,312
37513,40-00200,82,1,3,0,1,0,N,1,1,90.7,N,N,3,15100.0,4,124,N,2,2,2,1,38,37
37514,26-02702,94,2,3,0,1,N,N,2,0,4817.2,N,N,7,20400.0,4,N,N,1,1,2,1,81,0
37515,40-00200,82,1,3,0,1,0,N,1,1,90.7,N,N,3,15100.0,4,124,N,2,2,2,2,38,37
37516,40-00200,70,2,3,0,9,0,N,1,1,90.7,N,N,5,13000.0,3,106,N,2,2,2,2,34,34
37517,38-00100,86,2,3,0,1,0,N,1,1,73.0,N,N,9,32700.0,5,268,N,2,2,2,2,77,77
37518,40-00200,51,2,3,0,3,0,N,1,1,90.7,3380,4,4,0.0,0,0,N,2,2,2,2,22,22
37519,01-01301,60,2,3,0,2,0,N,1,1,2731.2,N,N,5,34600.0,6,262,N,1,2,2,2,62,62
37520,24-01004,94,2,3,0,1,0,N,1,1,4187.9,7860,11,10,71000.0,7,501,N,2,2,1,1,92,92
37521,40-00200,62,2,3,0,1,0,N,1,1,90.7,9470,16,9,19000.0,4,155,N,2,2,2,2,61,91
37522,30-00600,94,2,3,0,1,N,N,2,0,16.3,N,N,7,10000.0,2,N,N,1,1,2,2,5,0
37523,51-51255,71,2,3,0,1,0,N,1,1,11224.3,6870,9,10,155000.0,9,501,N,2,2,2,2,52,52
37524,51-51255,88,2,3,0,1,0,N,1,1,11224.3,N,N,10,87600.0,8,501,N,2,1,2,2,67,66
37525,06-07502,92,2,3,0,6,0,N,1,2,33632.6,N,N,3,7800.0,2,63,N,2,2,2,2,120,120
37526,40-00200,81,2,3,0,1,N,N,3,0,90.7,N,N,3,10200.0,3,84,N,2,1,2,2,18,0
37527,17-03531,73,2,3,0,2,0,3,1,1,11171.6,8660,14,7,22000.0,4,271,N,2,2,2,2,188,187
37528,40-00200,82,2,3,0,5,0,N,1,1,90.7,N,N,3,12000.0,3,99,N,2,1,2,2,25,25
37529,30-00600,64,2,3,0,2,1,4,1,1,16.3,N,N,6,1100.0,1,12,N,2,1,2,2,23,24
37530,28-01100,88,2,3,0,2,0,6,1,1,2674.3,N,N,3,10800.0,3,165,N,2,1,2,2,119,119
37531,08-00803,69,2,3,0,1,0,N,1,1,3393.2,N,N,7,389500.0,9,501,N,2,2,2,2,114,114
37532,06-08507,90,2,3,0,4,0,N,1,1,3305.1,N,N,9,88300.0,8,501,N,2,2,2,1,50,40
37533,29-01901,78,2,3,0,5,0,N,1,1,5434.8,N,N,4,17800.0,3,146,N,2,2,2,2,90,90
37534,19-01700,67,2,3,0,1,0,4,1,1,3572.3,N,N,7,16800.0,3,65,N,2,2,2,1,70,69
37535,36-04010,64,2,3,0,2,0,2,1,1,50441.6,N,N,3,11200.0,2,65,N,2,1,2,2,310,311
37536,29-01901,77,2,3,0,2,0,N,1,2,5434.8,N,N,4,17800.0,3,146,N,2,2,2,2,92,92
37537,08-00803,72,2,3,0,1,0,N,1,1,3393.2,4770,6,8,18600.0,3,153,N,2,2,2,2,107,107
37538,17-03529,84,2,3,0,2,0,2,1,1,15097.5,N,N,8,10800.0,2,501,N,2,1,1,1,133,133
37539,28-01100,92,2,3,0,1,N,N,2,0,2674.3,N,N,9,25000.0,5,N,N,1,1,2,1,31,0
37540,13-04600,65,2,3,0,2,0,N,1,1,3670.4,7071,9,7,38000.0,6,314,N,2,2,2,2,43,42
37541,17-03529,65,2,3,0,2,0,N,1,1,15097.5,N,N,5,37200.0,5,308,N,2,1,2,2,73,73
